GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02554,0,,
TOBACCO_MPOWER_W1C_TOBACCOSMOKELESS,Tobacco Warning: W1c smokeless tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1c-smokeless-packaging-health-warnings,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,75,75,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.79912,0.8,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1991,1991,1991,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,1.1,1.1 [1.0-1.3],1,1.3
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2003,2003,2003,SEAR,South-East Asia,MMR,Myanmar,,,,210000,210 000 [190 000 - 230 000],190000,230000
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-people-living-with-hiv-%28-%29,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,,,,73,73 [57 - 90],57,90
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,15.024181,15.0 [8.4-23.2],8.3532117,23.237017
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS0-5,0 to 5 months,5.5,5.5,,
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,33.115152,33.1 [20.7-47.0],20.652393,47.006118
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1986,1986,1986,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,3,3.0 [2.7-3.3],2.7,3.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1981,1981,1981,SEAR,South-East Asia,MMR,Myanmar,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0,0,,
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2b-smoked-packaging-health-warnings--other-characteristics,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W16_number_hw_B,Number of health warnings approved by the law for other smoked tobacco packaging,10,10,,
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,3.5372,3.5 [1.7-6.2],1.6810508,6.2039901
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,No,,
NCD_BMI_PLUS1C,"Overweight among children and adolescents, BMI-for-age > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,9.4550237,9.5 [4.7-16.1],4.6840534,16.093649
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,12407,12 407 [9102-16 319],9102,16319
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,23.1,23.1 [17.0-30.5],17,30.5
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006,2006,2006,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0,0,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,,,,2063,2063,,
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1997,1997,1997,SEAR,South-East Asia,MMR,Myanmar,WEALTHDECILE,WEALTHDECILE_TOTL,Total,9.6,9.6,,
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,4,4.0 [2.8-5.6],2.8,5.6
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1969,1969,1969,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,124.6850545,124.7 [97.5-160.0],97.49221089,160.0089053
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2003,2003,2003,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,10,10.0 [7.9-12.6],7.9,12.6
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,3.5,3.5 [2.3-5.5],2.3,5.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,5254,5254 [3615-7514],3615,7514
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2001,2001,2001,SEAR,South-East Asia,MMR,Myanmar,SEVERITY,SEVERITY_SEVERE,Severe,2.3,2.3 [0.8-4.7],0.8,4.7
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2001,2001,2001,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,13.66492247,13.7 [10.0-17.5],9.992329413,17.54305869
RSUD_170,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-formulation-of-policies-and-strategies-for-prevention-for-alcohol-and-drugs,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,RSUDREP,RSUDREP_RSUDREP_ALCOHOLUSEDISORDERFAM,Representatives of family members of people with alcohol use disorders,,No data,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,517.1857,517.2,,
TOBACCO_MPOWER_P2_SMOKEFREEPLACEDETAILS,"Tobacco MPOWER Protect people: P2 smoke-free places, additional characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/protect-people--p2-smoke-free-places--additional-characteristics,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_P11_fines_any,Fines for violations of smoke-free laws,,Yes,,
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2021,2021,2021,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,26.4,26.4 [23.6-29.6],23.6,29.6
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,23.619944,23.6 [16.8-31.3],16.84815,31.266556
SA_0000001747,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29-3-year-average-with-95-ci,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,,,,0.729312386,0.7 [0.3 - 1.2],0.33570641,1.183266943
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-general-government-health-expenditure-%28gche-d%29-as-percentage-of-current-health-expenditure,2003,2003,2003,SEAR,South-East Asia,MMR,Myanmar,,,,10.20589352,10.21,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.49565,2.5,,
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,28.8,28.8 [20.4-37.2],20.4,37.2
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,,,,
NCD_BMI_18C,"Underweight among adults, BMI < 18.5 kg/m2 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,14.803553,14.8 [12.7-17.0],12.702572,17.010617
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,4.8533924,4.9 [1.3-11.6],1.3133299,11.61191
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS24-29,24 to 29 months,33.2,33.2 [29.5-37.2],29.5,37.2
NCD_BMI_MINUS2C,"Thinness among children and adolescents, BMI-for-age < -2 standard deviations below the median (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2005,2005,2005,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,16.752151,16.8 [10.6-23.8],10.646232,23.808053
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,,,,98014,98 014,,
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS48-59,48 to 59 months,11.1,11.1 [9.0-13.6],9,13.6
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ORALHEALTH_SUGAR_AVAILABILITY,2019,2019,2019,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,8.49315,8.5,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0,0,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,38.7,38.7,,
TOBACCO_MPOWER_P1_SMOKEFREEPLACES,Tobacco MPOWER Protect people: P1 smoke-free places (national legislation),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/protect-people--p1-smoke-free-places,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_P8_pub_transp,Smoke-free public transport,,No,,
SA_0000001820,"Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/heavy-episodic-drinking-%28youth-15--19-years%29-drinkers-only-past-30-days-%28-%29,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,38.8,38.8 [34.6-43.1],,
TOBACCO_MPOWER_E2_INDIRECTADBANS,Tobacco Enforce bans: E2 indirect advertising,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e2-indirect-advertising,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E10_promo_discounts,Ban on promotional discounts,,No,,
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,1,1,,
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2004,2004,2004,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,15.33592421,15.3 [14.9-15.8],14.90086086,15.79858435
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.17061,0.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,6.26585,6.3,,
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,6.9978453,7.0 [6.4 - 7.6],6.3635458,7.6321447
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2010,2010,2010,SEAR,South-East Asia,MMR,Myanmar,,,,48309747,48 309 747,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2011,2011,2011,SEAR,South-East Asia,MMR,Myanmar,,,,44558743,44 558 743,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,,,,43673271,43 673 271,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,,,,43072246,43 072 246,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,,,,40774983,40 774 983,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,,,,41292086,41 292 086,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,,,,39343021,39 343 021,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,,,,37482211,37 482 211,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,,,,41778536,41 778 536,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2019,2019,2019,SEAR,South-East Asia,MMR,Myanmar,,,,23748613,23 748 613,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,,,,23748613,23 748 613,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2021,2021,2021,SEAR,South-East Asia,MMR,Myanmar,,,,24075083,24 075 083,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-requiring-interventions-against-ntds,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,,,,23816776,23 816 776,,
